image,labels
000000000139.jpg,machine:0.7788;consumer_electronics:0.7788;television:0.7788;structure:0.7442;wood_processed:0.6567;interior_room:0.6557;living_room:0.6548;furniture:0.6063
000000173830.jpg,frozen:0.8345;liquid:0.8345;snow:0.8345;water:0.8345;clothing:0.8282;people:0.8224;adult:0.8223;headgear:0.7666
000000174004.jpg,outdoor:0.9033;grass:0.9033;land:0.9033;machine:0.7824;wheel:0.7776;tire:0.7739;vehicle:0.3458;rim:0.3213
000000174018.jpg,stuffed_animals:0.9868;toy:0.9868;material:0.7388;textile:0.7388;cord:0.1848;pillow:0.0681;tool:0.0681;people:0.0479
000000174123.jpg,tableware:0.9131;utensil:0.9131;fork:0.8696;plate:0.7324;food:0.7315;pizza:0.7314;material:0.6074;textile:0.6074
000000174231.jpg,animal:0.6577;cat:0.6577;feline:0.6577;mammal:0.6577;adult_cat:0.6577;cord:0.4575;structure:0.4226;furniture:0.4043
000000174371.jpg,outdoor:0.8083;grass:0.8081;land:0.8081;people:0.8044;adult:0.7783;structure:0.7244;domicile:0.7241;tent:0.7241
000000174482.jpg,machine:0.8761;vehicle:0.8631;bicycle:0.8477;land:0.7080;outdoor:0.7080;road:0.6763;street:0.6763;automobile:0.5314
000000175251.jpg,people:0.8826;child:0.8823;bathroom:0.3267;interior_room:0.3267;bath:0.3267;material:0.2512;brick:0.2344;baby:0.2061
000000175364.jpg,structure:0.9054;furniture:0.8989;cabinet:0.8989;interior_room:0.8513;kitchen:0.8513;kitchen_countertop:0.8091;appliance:0.8079;machine:0.8079
000000175387.jpg,toilet_seat:0.8823;tool:0.8823;structure:0.4966;conveyance:0.4966;portal:0.4966;door:0.4966;bathroom:0.2326;interior_room:0.2326
000000175438.jpg,outdoor:0.9657;sky:0.9418;cloudy:0.8882;blue_sky:0.8125;land:0.7898;machine:0.7738;automobile:0.7732;vehicle:0.7732
000000175443.jpg,celebration:0.9682;plant:0.9121;christmas_tree:0.9121;tree:0.9121;christmas_decoration:0.8823;stuffed_animals:0.8589;toy:0.8589;structure:0.3633
000000175535.jpg,food:0.9026;vegetable:0.9023;lettuce:0.9023;tableware:0.8994;utensil:0.8994;plate:0.8989;structure:0.5148;wood_processed:0.5146
000000176037.jpg,outdoor:0.8853;land:0.8853;road:0.8330;street:0.8330;path:0.7114;sidewalk:0.7114;machine:0.6547;vehicle:0.6547
000000176232.jpg,plant:0.5291;foliage:0.5161;container:0.5103;vase:0.5103;decorative_plant:0.2986;structure:0.2691;wood_processed:0.2627;art:0.2446
000000176446.jpg,structure:0.4522;furniture:0.4461;table:0.4460;tool:0.3828;pen:0.3828;document:0.3701;book:0.3701;machine:0.2294
000000176606.jpg,outdoor:0.8740;grass:0.8735;land:0.8735;structure:0.8457;wood_processed:0.8267;conveyance:0.5334;portal:0.5334;door:0.4678
000000176634.jpg,animal:0.9395;mammal:0.9395;ungulates:0.9395;zebra:0.9395;structure:0.5191;rocks:0.4927;plant:0.4270;foliage:0.4270
000000176701.jpg,outdoor:0.9512;sky:0.9190;blue_sky:0.8496;structure:0.8322;sign:0.8321;street_sign:0.8320;cloudy:0.7959;land:0.7788
000000176778.jpg,toilet_seat:0.7905;tool:0.7905;bathroom:0.3638;interior_room:0.3638;bath:0.3398;washbasin:0.2532;structure:0.1264;wood_processed:0.1260
000000176799.jpg,plant:0.9505;shrub:0.9170;palm_tree:0.7812;tree:0.7812;recreation:0.7545;skating:0.7507;skatepark:0.6636;art:0.6572
000000176847.jpg,plant:0.9773;foliage:0.9453;branch:0.8667;food:0.0819;fruit:0.0819;berry:0.0819;blueberry:0.0818;animal:0.0591
000000176857.jpg,people:0.8723;adult:0.8418;child:0.6250;structure:0.5469;conveyance:0.5396;stairs:0.5396;art:0.4729;statue:0.4724
000000176901.jpg,frozen:0.9175;liquid:0.9175;snow:0.9175;water:0.9175;people:0.8445;adult:0.8413;recreation:0.7524;sport:0.7524
000000177015.jpg,computer:0.9590;consumer_electronics:0.9590;laptop:0.9590;machine:0.9590;adult:0.9546;people:0.9546;animal:0.7808;cat:0.7808
000000177065.jpg,recreation:0.9630;sport:0.9630;people:0.9240;adult:0.9229;ballgames:0.9199;tennis:0.9199;structure:0.9102;fence:0.9102
000000177213.jpg,tableware:0.9532;utensil:0.9532;plate:0.9170;food:0.8862;pizza:0.8862;drinking_glass:0.7925;structure:0.5757;furniture:0.5757
000000177357.jpg,recreation:0.9467;sport:0.9467;sports_equipment:0.9202;surfboard:0.8486;people:0.8184;adult:0.8184;wetsuit:0.8013;watersport:0.7432
000000177383.jpg,machine:0.6782;vehicle:0.6782;train:0.6782;train_real:0.6782;outdoor:0.6344;sky:0.6344;cloudy:0.6338;structure:0.5104
000000177489.jpg,people:0.9419;adult:0.9419;clothing:0.8569;jeans:0.8569;structure:0.8369;wood_processed:0.8086;art:0.6321;decoration:0.6057
000000177539.jpg,people:0.4739;adult:0.4739;recreation:0.4200;sport:0.4200;sports_equipment:0.4176;surfboard:0.3926;liquid:0.3147;water:0.3147
000000177714.jpg,tableware:0.8823;utensil:0.8823;plate:0.8784;food:0.7599;vegetable:0.7599;carrot:0.6987;potato:0.5898;fork:0.4019
000000177861.jpg,umbrella:0.9390;utensil:0.9390;people:0.9053;adult:0.9053;outdoor:0.8796;sky:0.8789;blue_sky:0.8774;structure:0.3184
000000177893.jpg,machine:0.8247;vehicle:0.8247;automobile:0.8247;bus:0.8247;outdoor:0.6816;land:0.6816;road:0.6685;street:0.6685
000000177934.jpg,people:0.9399;adult:0.9399;outdoor:0.9272;blue_sky:0.9126;sky:0.9126;machine:0.7651;vehicle:0.7649;automobile:0.7417
000000177935.jpg,appliance:0.9484;machine:0.9484;stove:0.9375;structure:0.8513;cabinet:0.8447;furniture:0.8447;material:0.6440;textile:0.6440
000000178028.jpg,bathroom:0.8590;interior_room:0.8590;washbasin:0.8442;structure:0.8157;material:0.7505;textile:0.6992;wood_processed:0.5796;curtain:0.5659
000000178469.jpg,machine:0.8466;consumer_electronics:0.8466;computer:0.8466;laptop:0.8384;music:0.8071;speakers_music:0.8071;structure:0.5804;wood_processed:0.5762
000000178618.jpg,outdoor:0.8357;cloudy:0.8354;sky:0.8354;animal:0.6279;mammal:0.6279;elephant:0.6279;land:0.1849;desert:0.1628
000000178744.jpg,boat:0.3421;machine:0.3421;vehicle:0.3421;watercraft:0.3421;barge:0.3420;liquid:0.2301;water:0.2301;water_body:0.2301
000000178982.jpg,people:0.6949;adult:0.6943;outdoor:0.6550;land:0.6544;road:0.6379;street:0.6377;path:0.3818;sidewalk:0.3813
000000179112.jpg,adult:0.9126;people:0.9126;consumer_electronics:0.6416;machine:0.6416;recreation:0.1321;art:0.0823;decoration:0.0823;jewelry:0.0823
000000179141.jpg,people:0.9092;adult:0.9092;tableware:0.7331;utensil:0.7331;plate:0.7314;structure:0.7010;furniture:0.5996;table:0.5996
000000179174.jpg,structure:0.7326;fence:0.7300;people:0.6007;adult:0.6006;outdoor:0.4283;land:0.4282;road:0.4275;street:0.4275
000000179214.jpg,food:0.9278;pizza:0.9277;utensil:0.7417;tableware:0.7417;plate:0.7417;document:0.2744;handwriting:0.2744;vegetable:0.1801
000000179265.jpg,outdoor:0.8988;land:0.8988;path:0.8763;crosswalk:0.8760;machine:0.7678;vehicle:0.7678;automobile:0.7676;bus:0.7676
000000179285.jpg,recreation:0.7387;sport:0.7387;sports_equipment:0.7383;racquet:0.7373;ball:0.2190;badminton:0.1699;ballgames:0.0222;tennis:0.0222
000000179392.jpg,structure:0.7700;wood_processed:0.7700;animal:0.5865;mammal:0.5865;cat:0.5864;feline:0.5864;adult_cat:0.5864;machine:0.2876
000000179487.jpg,outdoor:0.9665;people:0.9198;adult:0.9175;sky:0.9111;cloudy:0.8779;grass:0.8765;land:0.8765;structure:0.7925
000000179642.jpg,people:0.8123;adult:0.8115;recreation:0.7702;sport:0.7702;ballgames:0.6787;tennis:0.6787;sports_equipment:0.6489;racquet:0.6489
000000179653.jpg,structure:0.7672;wood_natural:0.7305;wood_processed:0.5181;outdoor:0.5175;sky:0.5175;blue_sky:0.5171;plant:0.4260;foliage:0.4084
000000179765.jpg,land:0.9453;outdoor:0.9453;grass:0.9453;plant:0.8828;shrub:0.8828;machine:0.7187;vehicle:0.6514;motorcycle:0.6514
000000179898.jpg,people:0.9026;child:0.8755;clothing:0.7897;headgear:0.7866;hat:0.7866;baseball_hat:0.7866;adult:0.6528;food:0.4492
000000180011.jpg,animal:0.9883;mammal:0.9883;ungulates:0.9883;giraffe:0.9883;outdoor:0.9387;land:0.8521;park:0.8521;zoo:0.8521
000000180101.jpg,food:0.9739;baked_goods:0.9092;cake:0.9092;dessert:0.9092;birthday_cake:0.9092;people:0.8936;child:0.8936;structure:0.8423
000000180135.jpg,people:0.9174;adult:0.9033;microphone:0.7510;entertainer:0.5967;performance:0.5967;recreation:0.5967;singer:0.5967;music:0.5464
000000180188.jpg,machine:0.8521;train:0.8521;train_real:0.8521;vehicle:0.8521;structure:0.8090;railroad:0.7363;track_rail:0.7363;rocks:0.6538
000000180296.jpg,clothing:0.8284;beanie:0.8271;hat:0.8271;headgear:0.8271;structure:0.5676;wood_processed:0.5640;material:0.5620;textile:0.5620
000000180383.jpg,structure:0.8799;wood_processed:0.8799;art:0.6377;statue:0.6377;machine:0.5542;consumer_electronics:0.5542;television:0.5542;people:0.3738
000000180487.jpg,people:0.9195;adult:0.9194;structure:0.8989;utensil:0.8589;umbrella:0.8589;fence:0.7773;furniture:0.7388;table:0.7388
000000180560.jpg,people:0.8535;adult:0.8535;food:0.7823;baked_goods:0.6763;birthday_cake:0.6763;cake:0.6763;dessert:0.6763;candle:0.5278
000000180751.jpg,structure:0.9353;wood_processed:0.9116;people:0.9092;adult:0.9092;tableware:0.8966;utensil:0.8966;drinking_glass:0.8965;furniture:0.5914
000000180792.jpg,toilet_seat:0.8521;tool:0.8521;structure:0.4121;conveyance:0.4119;portal:0.4119;door:0.3748;bathroom:0.3594;interior_room:0.3594
000000180798.jpg,machine:0.6056;consumer_electronics:0.6055;material:0.3074;textile:0.3074;dial:0.0969;timepiece:0.0969;watch:0.0969;clothing:0.0911
000000180878.jpg,material:0.2200;textile:0.2200;structure:0.1538;wood_processed:0.1538;cord:0.1287;machine:0.1228;calculator:0.1096;toy:0.0936
000000181303.jpg,outdoor:0.9517;grass:0.9517;land:0.9517;people:0.8223;child:0.8223;structure:0.6733;fence:0.6680;umbrella:0.6431
000000181421.jpg,people:0.7860;adult:0.7856;umbrella:0.7051;utensil:0.7051;boat:0.5630;machine:0.5630;vehicle:0.5630;watercraft:0.5630
000000181499.jpg,consumer_electronics:0.8537;machine:0.8537;computer:0.8537;laptop:0.8535;material:0.3140;textile:0.3140;cord:0.1599;computer_keyboard:0.1572
000000181542.jpg,people:0.8838;adult:0.8838;outdoor:0.8019;land:0.8004;road:0.7910;street:0.7910;machine:0.4366;path:0.4204
000000181666.jpg,outdoor:0.8959;sky:0.8478;blue_sky:0.8477;people:0.7913;adult:0.7910;land:0.7170;hill:0.6846;animal:0.5601
000000181753.jpg,material:0.8285;curtain:0.8223;art:0.7964;decoration:0.7138;structure:0.7011;frame:0.6909;furniture:0.6689;painting:0.6626
000000181796.jpg,tableware:0.9902;utensil:0.9902;plate:0.9272;structure:0.9122;fork:0.9048;wood_processed:0.8765;drinking_glass:0.8608;knife:0.7505
000000181816.jpg,plant:0.7773;decorative_plant:0.7773;structure:0.7676;bench:0.7632;furniture:0.7632;people:0.6084;adult:0.6084;machine:0.5719
000000181859.jpg,interior_room:0.8720;bathroom:0.8720;bathroom_faucet:0.8179;animal:0.7505;cat:0.7505;feline:0.7505;mammal:0.7505;adult_cat:0.7505
000000181969.jpg,material:0.3330;textile:0.3330;structure:0.0896;wood_processed:0.0896;animal:0.0784;mammal:0.0784;canine:0.0556;dog:0.0556
000000182021.jpg,grass:0.8877;land:0.8877;outdoor:0.8877;people:0.8496;adult:0.8496;recreation:0.6228;sport:0.6228;ballgames:0.6226
000000182155.jpg,people:0.9173;adult:0.9146;microphone:0.6592;performance:0.6023;recreation:0.6023;karaoke:0.5713;entertainer:0.4092;singer:0.4092
000000182162.jpg,structure:0.9590;wood_processed:0.9229;art:0.8718;decoration:0.8711;frame:0.8711;conveyance:0.8062;portal:0.8062;door:0.8062
000000182202.jpg,machine:0.7772;consumer_electronics:0.7772;computer:0.7772;laptop:0.7236;structure:0.7017;wood_processed:0.7017;computer_keyboard:0.5938;cord:0.1550
000000182417.jpg,tableware:0.9830;utensil:0.9830;plate:0.9346;spoon:0.8823;drinking_glass:0.7344;structure:0.7089;wood_processed:0.7002;food:0.4201
000000182441.jpg,land:0.6976;outdoor:0.6976;beach:0.6899;people:0.5850;adult:0.5850;liquid:0.4163;water:0.4163;water_body:0.4163
000000182611.jpg,people:0.8535;adult:0.8535;utensil:0.7483;tableware:0.7483;clothing:0.7438;jeans:0.7437;art:0.6980;decoration:0.6978
000000182805.jpg,land:0.9053;outdoor:0.9053;grass:0.9053;people:0.7406;adult:0.7339;material:0.3896;textile:0.3896;child:0.3491
000000182923.jpg,people:0.9747;outdoor:0.9324;grass:0.9321;land:0.9321;adult:0.9282;crowd:0.8882;recreation:0.3643;sport:0.3480
000000183049.jpg,structure:0.8989;bookshelf:0.8989;book:0.8101;document:0.8101;interior_room:0.1233;library:0.1233;outdoor:0.0928;sky:0.0928
000000183104.jpg,animal:0.9756;giraffe:0.9756;mammal:0.9756;ungulates:0.9756;structure:0.3941;outdoor:0.3926;fence:0.3867;land:0.3301
000000183127.jpg,recreation:0.9295;sport:0.9295;watersport:0.9072;surfing:0.9072;sports_equipment:0.6804;surfboard:0.6802;adult:0.4265;people:0.4265
000000183246.jpg,outdoor:0.9517;sky:0.9514;cloudy:0.9258;blue_sky:0.7520;structure:0.5180;light:0.4949;traffic_light:0.4949;machine:0.3907
000000183391.jpg,people:0.9426;adult:0.8794;crowd:0.8306;structure:0.7113;recreation:0.6893;sport:0.6893;conveyance:0.6704;stairs:0.6704
000000183437.jpg,outdoor:0.9735;sky:0.9712;blue_sky:0.9302;people:0.8749;adult:0.8711;cloudy:0.8652;animal:0.6535;mammal:0.6535
000000183500.jpg,machine:0.8096;aircraft:0.8096;vehicle:0.8096;airplane:0.8096;outdoor:0.4043;sky:0.4043;cloudy:0.4038;art:0.1919
000000183648.jpg,animal:0.9624;mammal:0.9624;elephant:0.9624;people:0.8926;adult:0.8926;structure:0.7339;fence:0.7339;clothing:0.6231
000000183675.jpg,animal:0.9478;horse:0.9478;mammal:0.9478;ungulates:0.9478;outdoor:0.9177;land:0.9177;grass:0.9170;people:0.9141
000000183709.jpg,outdoor:0.9233;land:0.9233;people:0.8966;adult:0.8965;road:0.8945;street:0.8945;clothing:0.7056;path:0.7003
000000183716.jpg,people:0.8955;child:0.8955;clothing:0.7685;necktie:0.7632;suit:0.3464;optical_equipment:0.1749;sunglasses:0.1748;adult:0.1191
000000183965.jpg,tableware:0.7987;utensil:0.7987;structure:0.7944;wood_processed:0.7905;plate:0.7837;bowl:0.4363;furniture:0.3354;table:0.3354
000000184321.jpg,machine:0.7798;vehicle:0.7798;train:0.7798;train_real:0.7798;structure:0.7630;railroad:0.7446;track_rail:0.7446;outdoor:0.5324
000000184324.jpg,outdoor:0.9574;land:0.9477;path:0.8742;crosswalk:0.8696;road:0.8555;street:0.8555;people:0.8421;adult:0.8364
000000184338.jpg,outdoor:0.8330;sky:0.8330;blue_sky:0.8330;machine:0.7977;wheel:0.7700;tire:0.7637;vehicle:0.5356;automobile:0.5356
000000184384.jpg,tableware:0.9661;utensil:0.9661;plate:0.9028;drinking_glass:0.8857;food:0.7924;herb:0.7740;seasonings:0.7740;cilantro:0.7710
000000184400.jpg,outdoor:0.9180;sky:0.9180;cloudy:0.9180;structure:0.8680;monorail:0.8550;railroad:0.8550;light:0.7562;lamppost:0.7559
000000184611.jpg,people:0.9116;adult:0.9116;outdoor:0.7451;land:0.7436;road:0.7256;street:0.7256;machine:0.6099;vehicle:0.6016
000000184762.jpg,machine:0.5386;dial:0.5386;timepiece:0.5313;clock:0.5312;structure:0.1069;wood_processed:0.1069;compass:0.0793;art:0.0574
000000184791.jpg,art:0.7534;decoration:0.7379;frame:0.7378;painting:0.3481;utensil:0.2845;cookware:0.2842;teapot:0.2842;candlestick:0.1099
000000184978.jpg,frozen:0.8896;liquid:0.8896;snow:0.8896;water:0.8896;people:0.7172;adult:0.7017;clothing:0.5572;jacket:0.5571
000000185157.jpg,machine:0.8097;vehicle:0.8096;bicycle:0.8096;structure:0.7362;sign:0.7362;street_sign:0.3347;material:0.2589;brick:0.2588
000000185250.jpg,people:0.9468;adult:0.9468;outdoor:0.9097;grass:0.9097;land:0.9097;fence:0.8208;structure:0.8208;recreation:0.8130
000000185292.jpg,outdoor:0.6988;sky:0.6987;blue_sky:0.6987;liquid:0.5661;water:0.5661;water_body:0.5661;lake:0.5649;people:0.3760
000000185409.jpg,animal:0.9585;mammal:0.9585;ungulates:0.9585;zebra:0.9585;grass:0.7788;land:0.7788;outdoor:0.7788;plant:0.0246
000000185472.jpg,machine:0.9117;vehicle:0.9117;bicycle:0.9116;people:0.8097;adult:0.8042;structure:0.6562;railroad:0.5930;track_rail:0.5928
000000185473.jpg,people:0.9214;adult:0.9214;outdoor:0.8827;grass:0.8716;land:0.8716;animal:0.8408;mammal:0.8408;ungulates:0.8408
000000185599.jpg,food:0.3248;fruit:0.3248;citrus_fruit:0.3038;oranges:0.3035;pear:0.2170;apple:0.1418;lemon:0.0720;grapefruit:0.0605
000000185802.jpg,outdoor:0.7381;sky:0.7381;cloudy:0.7295;structure:0.5393;conveyance:0.5351;portal:0.5351;window:0.5342;blue_sky:0.3708
000000185890.jpg,material:0.9224;textile:0.9224;people:0.9180;adult:0.9180;clothing:0.7721;light:0.3049;lamp:0.3049;footwear:0.2898
000000185950.jpg,recreation:0.9244;skating:0.8895;skateboarding:0.8745;people:0.8494;adult:0.8491;skateboard:0.7261;sport:0.7261;sports_equipment:0.7261
000000186042.jpg,frozen:0.9150;liquid:0.9150;snow:0.9150;water:0.9150;outdoor:0.8774;sky:0.8773;people:0.8667;adult:0.8667
000000186282.jpg,machine:0.6703;consumer_electronics:0.6703;computer:0.6703;computer_monitor:0.6631;music:0.4666;speakers_music:0.4666;computer_keyboard:0.2949;computer_mouse:0.2334
000000186296.jpg,animal:0.6484;cat:0.6484;feline:0.6484;mammal:0.6484;adult_cat:0.6318;material:0.5820;textile:0.5820;kitten:0.3792
000000186345.jpg,outdoor:0.9114;sky:0.8452;blue_sky:0.8452;grass:0.7783;land:0.7783;kite:0.7026;toy:0.7026;cloudy:0.1123
000000186422.jpg,animal:0.9185;bear:0.9185;mammal:0.9185;structure:0.7227;rocks:0.7227;land:0.3194;outdoor:0.3194;grass:0.3169
000000186449.jpg,people:0.8916;adult:0.8335;crowd:0.7305;structure:0.5552;wood_processed:0.5454;clothing:0.4429;jacket:0.4343;furniture:0.2909
000000186624.jpg,machine:0.9429;train:0.9429;train_real:0.9429;vehicle:0.9429;people:0.7627;adult:0.7627;structure:0.5610;train_station:0.5552
000000186632.jpg,tableware:0.6804;utensil:0.6804;drinking_glass:0.6328;light:0.6250;chandelier:0.6250;plate:0.4985;structure:0.4838;furniture:0.4607
000000186637.jpg,outdoor:0.8372;structure:0.8083;fence:0.8066;land:0.7861;animal:0.7314;mammal:0.7314;ungulates:0.7314;giraffe:0.7314
000000186873.jpg,liquid:0.7144;water:0.7144;water_body:0.7144;lake:0.7144;boat:0.1694;machine:0.1694;vehicle:0.1694;watercraft:0.1694
000000186929.jpg,food:0.5929;fruit:0.5929;citrus_fruit:0.5929;oranges:0.5923;mandarine:0.1567;lemon:0.0581;grapefruit:0.0496;mango:0.0217
000000186938.jpg,animal:0.6798;bird:0.6798;sandpiper:0.6777;structure:0.2612;rocks:0.2612;gull:0.2400;sparrow:0.0642;outdoor:0.0143
000000186980.jpg,structure:0.9141;furniture:0.8568;cabinet:0.8271;wood_processed:0.7661;light:0.6396;chandelier:0.6396;table:0.6040;interior_room:0.3641
000000187055.jpg,people:0.9175;adult:0.9175;structure:0.7803;wood_processed:0.7803;recreation:0.7123;sport:0.7123;sports_equipment:0.6821;racquet:0.6821
000000187144.jpg,outdoor:0.9723;cloudy:0.9224;sky:0.9224;machine:0.8892;automobile:0.8892;vehicle:0.8892;bus:0.8892;land:0.8858
000000187236.jpg,material:0.8120;textile:0.8120;animal:0.7241;mammal:0.7241;cat:0.7241;feline:0.7241;adult_cat:0.7241;structure:0.3477
000000187243.jpg,structure:0.9215;cabinet:0.8325;furniture:0.8325;wood_processed:0.8228;toilet_seat:0.8184;tool:0.8184;clothing:0.7266;jeans:0.7266
000000187249.jpg,consumer_electronics:0.8501;machine:0.8501;television:0.8501;people:0.6387;adult:0.6387;structure:0.5874;wood_processed:0.5874;container:0.1541
000000187271.jpg,structure:0.9093;cabinet:0.8423;furniture:0.8423;conveyance:0.7007;door:0.7007;portal:0.7007;wood_processed:0.6333;appliance:0.5412
000000187362.jpg,liquid:0.8804;ocean:0.8804;water:0.8804;water_body:0.8804;people:0.6830;adult:0.6826;clothing:0.6357;swimsuit:0.6357
000000187513.jpg,structure:0.9222;toilet_seat:0.8745;tool:0.8745;bathroom:0.8525;interior_room:0.8525;washbasin:0.8408;cabinet:0.8110;furniture:0.8110
000000187585.jpg,people:0.8325;adult:0.8325;recreation:0.7930;skateboard:0.7222;sport:0.7222;sports_equipment:0.7222;skating:0.6418;skateboarding:0.6177
000000187734.jpg,people:0.7917;adult:0.7881;clothing:0.7394;jeans:0.7393;material:0.5967;textile:0.5967;structure:0.4722;sign:0.4714
000000187745.jpg,blue_sky:0.9482;outdoor:0.9482;sky:0.9482;aircraft:0.6567;machine:0.6567;vehicle:0.6567;airplane:0.6567;airshow:0.1777
000000187990.jpg,structure:0.8347;wood_processed:0.8232;people:0.6401;adult:0.6401;conveyance:0.4685;stairs:0.4685;clothing:0.2221;jeans:0.2207
000000188296.jpg,land:0.9141;outdoor:0.9141;grass:0.9141;people:0.8760;adult:0.8760;structure:0.8755;fence:0.8755;recreation:0.8740
000000188439.jpg,outdoor:0.9396;sky:0.9297;cloudy:0.8740;blue_sky:0.7915;machine:0.6281;land:0.5977;grass:0.5952;wheel:0.5650
000000188465.jpg,recreation:0.9551;people:0.9348;outdoor:0.9307;sport:0.8921;ballgames:0.8921;baseball:0.8921;structure:0.8836;crowd:0.8760
000000188592.jpg,grass:0.9121;land:0.9121;outdoor:0.9121;people:0.7393;food:0.6914;fruit:0.6914;apple:0.6914;material:0.6836
000000188689.jpg,outdoor:0.4357;land:0.4357;shore:0.4160;liquid:0.3547;water:0.3547;water_body:0.3547;ocean:0.3262;beach:0.2698
000000188906.jpg,plate:0.4114;tableware:0.4114;utensil:0.4114;food:0.1737;meat:0.1621;sausage:0.1611;vegetable:0.1098;carrot:0.0928
000000189078.jpg,food:0.9603;fruit:0.9603;banana:0.9321;apple:0.7900;structure:0.7847;wood_processed:0.7847;tableware:0.6187;utensil:0.6187
000000189213.jpg,outdoor:0.9310;land:0.9310;grass:0.9307;material:0.6944;brick:0.6943;structure:0.6470;fence:0.6294;furniture:0.3741
000000189226.jpg,structure:0.9689;hydrant:0.9688;outdoor:0.7064;land:0.6973;path:0.6919;sidewalk:0.6919;art:0.4556;graffiti:0.4556
000000189310.jpg,material:0.8930;curtain:0.8882;structure:0.8195;art:0.8169;decoration:0.7847;frame:0.7847;wood_processed:0.6953;conveyance:0.6836
000000189436.jpg,art:0.5196;statue:0.5195;structure:0.1567;wood_processed:0.1519;container:0.1367;basket_container:0.1367;interior_room:0.0910;interior_shop:0.0908
000000189451.jpg,utensil:0.9303;tableware:0.9303;plate:0.9302;knife:0.6362;tool:0.6362;structure:0.6294;wood_processed:0.6294;food:0.3629
000000189475.jpg,people:0.9456;adult:0.9429;container:0.8472;bottle:0.8472;structure:0.8273;interior_room:0.8086;restaurant:0.8086;utensil:0.7886
000000189698.jpg,structure:0.8969;sign:0.8965;street_sign:0.8965;fence:0.2429;plant:0.1885;shrub:0.1870;machine:0.1452;automobile:0.1452
000000189752.jpg,tableware:0.9636;utensil:0.9636;plate:0.9097;drinking_glass:0.8652;structure:0.7727;furniture:0.7676;table:0.7676;interior_room:0.4573
000000189775.jpg,recreation:0.9808;sport:0.9808;ballgames:0.9795;tennis:0.9795;people:0.9773;adult:0.9346;crowd:0.8911;structure:0.8546
000000189806.jpg,structure:0.9186;wood_processed:0.9038;animal:0.8560;mammal:0.8560;cat:0.8560;feline:0.8560;adult_cat:0.8560;machine:0.7442
000000189820.jpg,structure:0.9925;furniture:0.9773;desk:0.9155;chair:0.9150;swivel_chair:0.9150;wood_processed:0.8247;machine:0.7907;computer:0.7907
000000189828.jpg,plant:0.4993;foliage:0.4927;branch:0.2422;aircraft:0.1304;airplane:0.1304;machine:0.1304;vehicle:0.1304;airshow:0.0525
000000190007.jpg,recreation:0.9728;sport:0.9728;watersport:0.9468;surfing:0.9468;sports_equipment:0.8276;surfboard:0.8081;adult:0.6099;people:0.6099
000000190140.jpg,people:0.8745;adult:0.8745;boat:0.5698;machine:0.5698;vehicle:0.5698;watercraft:0.5698;speedboat:0.5698;recreation:0.3256
000000190236.jpg,structure:0.8876;furniture:0.8875;machine:0.8011;consumer_electronics:0.8011;computer:0.8011;computer_monitor:0.7949;desk:0.7871;chair:0.7866
000000190307.jpg,people:0.8902;adult:0.8901;rocks:0.8862;structure:0.8862;recreation:0.8194;sport:0.8194;sports_equipment:0.8193;wetsuit:0.8193
000000190637.jpg,people:0.5842;child:0.5566;bedding:0.4492;housewares:0.4492;tool:0.4458;pillow:0.4458;baby:0.3877;material:0.3765
000000190648.jpg,structure:0.9502;furniture:0.8555;bed:0.8555;bedding:0.8384;housewares:0.8384;conveyance:0.8154;portal:0.8154;window:0.8154
000000190676.jpg,outdoor:0.9803;blue_sky:0.9453;sky:0.9453;people:0.9431;adult:0.9404;land:0.8888;machine:0.8799;aircraft:0.8799
000000190753.jpg,land:0.9580;outdoor:0.9580;grass:0.9561;people:0.9150;adult:0.9150;structure:0.7095;furniture:0.7088;bench:0.7061
000000190756.jpg,motocross:0.9512;motorsport:0.9512;recreation:0.9512;sport:0.9512;outdoor:0.7271;sky:0.7271;adult:0.7061;people:0.7061
000000190841.jpg,recreation:0.8891;skating:0.8372;skateboarding:0.8369;outdoor:0.8136;sky:0.8135;blue_sky:0.8135;people:0.7730;adult:0.7729
000000190853.jpg,food:0.4593;banana:0.4590;fruit:0.4590;clothing:0.1561;hat:0.1561;headgear:0.1561;tableware:0.1509;utensil:0.1509
000000190923.jpg,outdoor:0.9373;land:0.9373;light:0.9136;traffic_light:0.9136;road:0.9082;street:0.9082;people:0.8073;adult:0.8062
000000191013.jpg,outdoor:0.9770;sky:0.9722;blue_sky:0.9224;cloudy:0.8853;machine:0.8196;clock:0.7803;dial:0.7803;timepiece:0.7803
000000191288.jpg,structure:0.9858;hurdle:0.9858;recreation:0.9551;sport:0.9551;equestrian:0.9551;animal:0.8442;horse:0.8442;mammal:0.8442
000000191471.jpg,outdoor:0.7495;sky:0.7495;cloudy:0.7495;structure:0.5277;sign:0.5277;street_sign:0.4758;plant:0.2745;palm_tree:0.2671
000000191580.jpg,tableware:0.9983;utensil:0.9983;broccoli:0.9863;food:0.9863;vegetable:0.9863;plate:0.9272;fork:0.8848;structure:0.7607
000000191614.jpg,outdoor:0.9963;sky:0.9761;land:0.9580;grass:0.9580;cloudy:0.9346;animal:0.9307;horse:0.9307;mammal:0.9307
000000191672.jpg,recreation:0.9840;sport:0.9840;surfing:0.9497;watersport:0.9497;sports_equipment:0.9029;surfboard:0.8789;liquid:0.7407;ocean:0.7407
